"CustomerID";"recency";"frequency";"monetary";"recency.prep";"frequency.prep";"monetary.prep"
12346;326;1;0;1.47697368141563;-1.04191935307745;-6.43337010937753
12747;3;10;3837.45;-1.95057744624288;1.5373187998472;1.30614301724391
12748;1;196;27214.9;-2.75376021231404;4.87035496243833;2.74251875369725
12749;4;5;3868.2;-1.7402564029738;0.760890749855915;1.31199502769634
12820;4;4;942.34;-1.7402564029738;0.510936746905112;0.276583230246543
12821;215;1;92.72;1.17265127196683;-1.04191935307745;-1.42293598168284
12822;71;2;918.98;0.36263585373455;-0.265491303086169;0.258179487713923
12823;75;5;1759.5;0.402705522939598;0.760890749855915;0.734398133012107
12824;60;1;397.12;0.239567847688604;-1.04191935307745;-0.356925937765497
12826;3;7;1468.12;-1.95057744624288;1.13778975468916;0.601654861967549
12827;6;3;430.15;-1.44382554157276;0.188689990666781;-0.298357268538694
12828;3;6;1018.71;-1.95057744624288;0.965118040658062;0.33371631867312
12829;337;2;253.05;1.50123525331211;-0.265491303086169;-0.687258063728144
12830;38;6;6748.4;-0.0943629493057696;0.965118040658062;1.72004879372933
12831;263;1;215.05;1.31997729699864;-1.04191935307745;-0.806517728343345
12832;33;2;383.03;-0.197503884422385;-0.265491303086169;-0.383407705971929
12833;146;1;417.38;0.889697077142424;-1.04191935307745;-0.320449745779542
12834;283;1;312.38;1.37356086512822;-1.04191935307745;-0.532867581369125
12836;60;4;2612.86;0.239567847688604;0.510936746905112;1.02432053711259
12837;174;1;134.1;1.0179655805594;-1.04191935307745;-1.15261176646261
12838;34;1;292.34;-0.175678727571964;-1.04191935307745;-0.58146765705589
12839;3;13;5181.01;-1.95057744624288;1.83120584138912;1.52625184763923
12840;144;4;2714.27;0.879612938508775;0.510936746905112;1.05223966621958
12841;5;23;3370.41;-1.5771187277228;2.47030103547864;1.21098995376856
12842;71;2;1118.99;0.36263585373455;-0.265491303086169;0.402553640641593
12843;66;8;1680.76;0.309248020247737;1.28736479689639;0.700829553819195
12844;30;2;325.96;-0.267184056981517;-0.265491303086169;-0.501674708858041
12845;268;4;354.09;1.33374584818951;0.510936746905112;-0.440997284786602
12847;23;1;871.54;-0.46143657518885;-1.04191935307745;0.219320020074967
12849;32;2;1050.89;-0.220000688963434;-0.265491303086169;0.356518210041839
12851;97;1;135.18;0.590758191121081;-1.04191935307745;-1.14673446779726
12852;295;1;299.75;1.40392184203576;-1.04191935307745;-0.563119827947422
12853;135;6;1881.7;0.832429570490691;0.965118040658062;0.783629755283016
12854;79;3;1289.15;0.44069268844755;0.188689990666781;0.506340444698497
12856;8;6;2162.68;-1.23350449830368;0.965118040658062;0.885672075322632
12857;211;2;1106.4;1.15892150771026;-0.265491303086169;0.394257742325819
12863;53;1;504.2;0.148874387834808;-1.04191935307745;-0.181914611908898
12864;139;1;147.12;0.853776735522954;-1.04191935307745;-1.08471573367759
12867;27;7;3986.22;-0.344211914100547;1.13778975468916;1.33403146267157
12868;186;5;1403.76;1.06672287482548;0.760890749855915;0.56878707739352
12871;85;2;380.64;0.494210852349153;-0.265491303086169;-0.387996072287365
12872;327;2;599.97;1.47921285149629;-0.265491303086169;-0.0544219082401924
12873;283;1;374;1.37356086512822;-1.04191935307745;-0.400896454992107
12875;144;2;343.23;0.879612938508775;-0.265491303086169;-0.463831520248565
12877;4;12;1535.77;-1.7402564029738;1.74154609064934;0.634684704948778
12878;237;2;841.64;1.24387545451871;-0.265491303086169;0.193725923435938
12879;45;3;552.57;0.0292468044195257;0.188689990666781;-0.114757023378212
12881;276;1;298;1.35525000022256;-1.04191935307745;-0.567411758016569
12882;10;2;1463.04;-1.07036682305268;-0.265491303086169;0.599113460897834
12883;25;4;703.47;-0.400477243131566;0.510936746905112;0.0622525743384336
12884;89;1;309.05;0.527830037964162;-1.04191935307745;-0.540723457753602
12885;64;3;1158.27;0.286751215706688;0.188689990666781;0.427849067260863
12886;68;2;1351.09;0.331073177098158;-0.265491303086169;0.540747919285652
12888;215;2;313.77;1.17265127196683;-0.265491303086169;-0.529613138513969
12890;25;1;380.47;-0.400477243131566;-1.04191935307745;-0.388323537833433
12891;186;3;331;1.06672287482548;0.188689990666781;-0.490427464017322
12893;31;1;188.14;-0.243211795915804;-1.04191935307745;-0.90449204954166
12895;43;2;347.3;-0.00399021262440338;-0.265491303086169;-0.45519041419493
12897;205;2;216.5;1.13783095498664;-0.265491303086169;-0.801592623187808
12901;9;28;16293.1;-1.14739468017171;2.69064585467172;2.36634984297153
12902;265;1;138.68;1.32551587242605;-1.04191935307745;-1.12800505239715
12904;19;2;509.58;-0.601114853975891;-0.265491303086169;-0.174133616109354
12906;12;5;2919.81;-0.937073636902634;0.760890749855915;1.10576124437351
12908;177;2;246;1.03046312351569;-0.265491303086169;-0.707967969928639
12909;40;5;2128.83;-0.0568630137124392;0.760890749855915;0.87410521397686
12910;24;8;3075.04;-0.430321732232512;1.28736479689639;1.14374152351042
12912;3;5;1662.3;-1.95057744624288;0.760890749855915;0.692732180232305
12913;5;4;2066.01;-1.5771187277228;0.510936746905112;0.852143182453778
12915;149;1;164;0.904567185564743;-1.04191935307745;-1.00512366825785
12916;139;4;2982.35;0.853776735522954;0.510936746905112;1.12130037274478
12917;129;1;594;0.799192553446762;-1.04191935307745;-0.0617533605073039
12919;9;6;1301.44;-1.14739468017171;0.965118040658062;0.513297110609664
12920;18;1;164.23;-0.640642775501591;-1.04191935307745;-1.00409668513776
12921;10;35;15701.94;-1.07036682305268;2.94059985762253;2.33925121428025
12922;162;1;405.38;0.965722756640739;-1.04191935307745;-0.341834857366311
12923;65;1;176.97;0.298086147562162;-1.04191935307745;-0.949346468188269
12924;89;4;929.95;0.527830037964162;0.510936746905112;0.2668795527022
12925;5;2;694.05;-1.5771187277228;-0.265491303086169;0.0523689662181612
12928;36;5;2062.7;-0.133890870831469;0.760890749855915;0.850967551833557
12929;312;1;105.1;1.44488314305245;-1.04191935307745;-1.33113303989104
12930;79;2;409.9;0.44069268844755;-0.265491303086169;-0.333706406464567
12931;22;15;33462.81;-0.493934745823428;1.99150009360015;2.8940577259098
12933;25;3;606.28;-0.400477243131566;0.188689990666781;-0.0467517873267144
12935;3;7;2156.45;-1.95057744624288;1.13778975468916;0.883556881444761
12936;18;4;1012.9;-0.640642775501591;0.510936746905112;0.329522859285562
12937;16;4;1504.27;-0.726752593633555;0.510936746905112;0.619489853969067
12938;26;1;114.14;-0.371803432358954;-1.04191935307745;-1.270685766667
12939;65;8;11581.8;0.298086147562162;1.28736479689639;2.11609067674244
12940;55;2;876.29;0.175954834097688;-0.265491303086169;0.223304980525117
12942;132;3;683.9;0.815999924917859;0.188689990666781;0.0415681736828315
12944;36;2;604.51;-0.133890870831469;-0.265491303086169;-0.048895226864646
12945;289;1;462.95;1.38889894782987;-1.04191935307745;-0.244486891658401
12947;144;5;1103.25;0.879612938508775;0.760890749855915;0.392167357371051
12948;17;7;2053.7;-0.682430632242085;1.13778975468916;0.847761409855384
12949;31;8;4143.02;-0.243211795915804;1.28736479689639;1.36232045719965
12950;3;3;1843;-1.95057744624288;0.188689990666781;0.768393080681751
12951;9;6;1042.07;-1.14739468017171;0.965118040658062;0.350338800951701
12952;6;4;1382.84;-1.44382554157276;0.510936746905112;0.557778219769867
12953;10;1;329.85;-1.07036682305268;-1.04191935307745;-0.492978650396975
12955;2;11;4734.26;-2.24700830764392;1.64408039265929;1.46013325348331
12956;307;1;108.07;1.43307208714249;-1.04191935307745;-1.3107189810779
12957;10;8;3979.04;-1.07036682305268;1.28736479689639;1.33270958301331
12962;8;2;266.39;-1.23350449830368;-0.265491303086169;-0.649602694873679
12963;9;8;1841.03;-1.14739468017171;1.28736479689639;0.767608933200774
12965;90;1;771.91;0.535998709089648;-1.04191935307745;0.130319663391126
12966;10;1;160.18;-1.07036682305268;-1.04191935307745;-1.02239427477412
12967;359;1;0;1.5474688913611;-1.04191935307745;-6.43337010937753
12968;113;1;135.95;0.702378467080949;-1.04191935307745;-1.14257275318896
12970;8;4;452.24;-1.23350449830368;0.510936746905112;-0.261645471646054
12971;4;83;10662.07;-1.7402564029738;3.90784008122077;2.0554209567666
12974;198;1;144.8;1.1124307863189;-1.04191935307745;-1.09636273280256
12976;212;1;738.6;1.16237819717505;-1.04191935307745;0.0979795050163893
12977;157;1;39.24;0.942802746032979;-1.04191935307745;-2.05236710406795
12980;158;9;7092.06;0.947444593117671;1.41929933441101;1.75646877163208
12981;30;2;372.22;-0.267184056981517;-0.265491303086169;-0.404393617200965
12982;243;1;377.2;1.26215361804178;-1.04191935307745;-0.394651064009332
12984;19;1;97.5;-0.601114853975891;-1.04191935307745;-1.38611589554321
12985;1;2;1215.62;-2.75376021231404;-0.265491303086169;0.463281335902004
12987;74;2;545;0.392892107678726;-0.265491303086169;-0.124869781597971
12988;293;1;535.32;1.39894843197297;-1.04191935307745;-0.138007876207264
12989;4;15;6854.51;-1.7402564029738;1.99150009360015;1.73148824340179
12990;32;3;409.5;-0.220000688963434;0.188689990666781;-0.334422115161858
12991;24;2;503.76;-0.430321732232512;-0.265491303086169;-0.182554643573384
12993;24;4;414.76;-0.430321732232512;0.510936746905112;-0.325065898603286
12994;5;3;902.22;-1.5771187277228;0.188689990666781;0.244684914351553
12995;86;1;200.72;0.502761692045718;-1.04191935307745;-0.857057618141525
12997;23;4;1197.94;-0.46143657518885;0.510936746905112;0.452539607673741
12999;197;3;455.88;1.10872906468984;0.188689990666781;-0.255768642697231
13000;107;3;534.85;0.662491023315484;0.188689990666781;-0.138651811422495
13001;5;13;9797.92;-1.5771187277228;1.83120584138912;1.99344601468995
13002;319;1;120.95;1.4611044716386;-1.04191935307745;-1.22822936590694
13003;106;3;149.05;0.65562629250493;0.188689990666781;-1.07516564450326
13004;12;18;5613.43;-0.937073636902634;2.19572738440229;1.58502896656318
13005;174;2;468.95;1.0179655805594;-0.265491303086169;-0.235046870674031
13006;57;1;81.57;0.202067912095274;-1.04191935307745;-1.51677310956064
13008;324;1;178.47;1.47247466131086;-1.04191935307745;-0.943161158463336
13012;10;8;1311.62;-1.07036682305268;1.28736479689639;0.51900986526092
13013;2;11;3258.65;-2.24700830764392;1.64408039265929;1.18626470280594
13014;11;10;3365.43;-1.00068665049355;1.5373187998472;1.20990576979518
13015;54;5;3346.28;0.162539990569575;0.760890749855915;1.20572166983916
13016;74;3;789.89;0.392892107678726;0.188689990666781;0.147200970046578
13017;8;1;204;-1.23350449830368;-1.04191935307745;-0.845178277570094
13018;17;28;7272.75;-0.682430632242085;2.69064585467172;1.77491592293906
13021;5;9;2584.4;-1.5771187277228;1.41929933441101;1.01629033826778
13023;65;2;689.9;0.298086147562162;-0.265491303086169;0.0479720877698472
13026;2;5;936.15;-2.24700830764392;0.760890749855915;0.271751359418644
13027;114;6;6912;0.708819816765396;0.965118040658062;1.73761235206469
13028;23;2;659.68;-0.46143657518885;-0.265491303086169;0.0151336664597941
13029;31;3;1247.5;-0.243211795915804;0.188689990666781;0.482261499315039
13030;12;1;371.74;-0.937073636902634;-1.04191935307745;-0.405339534557036
13032;53;2;996.52;0.148874387834808;-0.265491303086169;0.317569560103706
13033;358;1;190.55;1.54542959168505;-1.04191935307745;-0.895164061617446
13034;55;1;476.91;0.175954834097688;-1.04191935307745;-0.222707788558498
13035;74;2;886.63;0.392892107678726;-0.265491303086169;0.231905444174934
13037;139;3;881.07;0.853776735522954;0.188689990666781;0.227293365083115
13038;81;3;908.46;0.458970851970618;0.188689990666781;0.249738211712927
13040;9;2;676.99;-1.14739468017171;-0.265491303086169;0.0341230287909296
13043;274;1;471.57;1.34993296980596;-1.04191935307745;-0.230962546023
13044;292;1;560.47;1.39644898181255;-1.04191935307745;-0.104350065477345
13045;100;1;305.28;0.613026566208677;-1.04191935307745;-0.549720130602057
13046;31;2;629.31;-0.243211795915804;-0.265491303086169;-0.0194193875838567
13047;32;7;2712.47;-0.220000688963434;1.13778975468916;1.0517532638078
13048;15;4;1805.91;-0.773935961651639;0.510936746905112;0.753487014223293
13049;65;2;656.68;0.298086147562162;-0.265491303086169;0.0117920271669126
13050;15;16;5356.6;-0.773935961651639;2.06379284688767;1.55068996986661
13052;213;1;348.15;1.16581861980572;-1.04191935307745;-0.453398543895193
13055;79;3;1201.96;0.44069268844755;0.188689990666781;0.454995873358593
13058;25;3;271.4;-0.400477243131566;0.188689990666781;-0.635945726739245
13059;250;1;183.4;1.28291614612979;-1.04191935307745;-0.923192014981569
13060;254;1;307.53;1.29452096851679;-1.04191935307745;-0.54433749316198
13061;73;1;248.61;0.382945172472302;-1.04191935307745;-0.700232543038185
13062;192;1;346.98;1.08993398177785;-1.04191935307745;-0.455866136857343
13064;13;4;1119.49;-0.878555337029076;0.510936746905112;0.402881174507242
13066;25;2;430.9;-0.400477243131566;-0.265491303086169;-0.297080211318071
13067;83;1;115.46;0.476803161868142;-1.04191935307745;-1.26226198887646
13068;11;2;344;-1.00068665049355;-0.265491303086169;-0.462188886866877
13069;1;22;3385.32;-2.75376021231404;2.42050844265057;1.21422642257948
13070;193;1;228.8;1.09373185244763;-1.04191935307745;-0.761093463736258
13072;267;1;177.15;1.33101280403533;-1.04191935307745;-0.948601470210495
13075;130;1;919.61;0.804838052232284;-1.04191935307745;0.25868193054256
13077;2;3;415.55;-2.24700830764392;0.188689990666781;-0.323670942392247
13078;4;25;11917.89;-1.7402564029738;2.56370085278928;2.1370654653687
13079;5;5;220.1;-1.5771187277228;0.760890749855915;-0.789505918159092
13080;180;1;58.08;1.04275061375977;-1.04191935307745;-1.7654490389147
13081;12;9;25597.7;-0.937073636902634;1.41929933441101;2.69759887708886
13082;127;9;3595.48;0.787769063846666;1.41929933441101;1.25838772672555
13083;5;2;303.75;-1.5771187277228;-0.265491303086169;-0.553403025130645
13085;158;2;272.38;0.947444593117671;-0.265491303086169;-0.633303793544984
13089;3;94;54155.26;-1.95057744624288;4.04724728752521;3.24705529325841
13090;9;13;8528.79;-1.14739468017171;1.83120584138912;1.89172966923311
13091;29;1;319.82;-0.291969090181892;-1.04191935307745;-0.515613997040557
13092;71;5;459.83;0.36263585373455;0.760890749855915;-0.249444157125831
13093;276;7;6942.07;1.35525000022256;1.13778975468916;1.74079529374731
13094;22;11;1485.18;-0.493934745823428;1.64408039265929;0.610125675084034
13095;71;1;74.4;0.36263585373455;-1.04191935307745;-1.5841491039772
13097;33;10;5893.32;-0.197503884422385;1.5373187998472;1.62070618971904
13098;2;28;28658.88;-2.24700830764392;2.69064585467172;2.78042637237619
13099;100;1;207.36;0.613026566208677;-1.04191935307745;-0.833205525572215
13101;235;1;101.19;1.23767975252426;-1.04191935307745;-1.35890508525735
13102;2;24;6336.29;-2.24700830764392;2.51797414064063;1.67384634905223
13103;40;1;243.94;-0.0568630137124392;-1.04191935307745;-0.714131476307876
13104;4;6;1098.48;-1.7402564029738;0.965118040658062;0.38899052888294
13106;134;1;59.5;0.826993943519392;-1.04191935307745;-1.74776766302678
13107;45;4;1524.07;0.0292468044195257;0.510936746905112;0.629077594727462
13109;60;2;766.84;0.239567847688604;-0.265491303086169;0.125488371919156
13110;32;7;1452.87;-0.220000688963434;1.13778975468916;0.593999033355511
13113;1;23;10168.88;-2.75376021231404;2.47030103547864;2.02069450585967
13115;12;4;2210.63;-0.937073636902634;0.510936746905112;0.901750892920225
13116;139;1;485.19;0.853776735522954;-1.04191935307745;-0.210089257884255
13117;22;7;782.79;-0.493934745823428;1.13778975468916;0.140581184397784
13118;20;5;1125;-0.563614918382561;0.760890749855915;0.406480940899532
13120;239;1;30.6;1.25001909117515;-1.04191935307745;-2.23419621061169
13121;270;1;254.73;1.33918147516081;-1.04191935307745;-0.682408055559136
13122;95;2;922.39;0.575526630615347;-0.265491303086169;0.260894956797417
13124;90;3;3866.33;0.535998709089648;0.188689990666781;1.31164047999377
13126;5;6;1832.85;-1.5771187277228;0.965118040658062;0.764343929848617
13127;78;1;259.17;0.431379333712211;-1.04191935307745;-0.669742495954157
13130;95;1;64;0.575526630615347;-1.04191935307745;-1.69439575583543
13131;24;3;1039.3;-0.430321732232512;0.188689990666781;0.348387306935279
13132;262;1;77.3;1.31719219473583;-1.04191935307745;-1.5561482539317
13133;274;2;109.8;1.34993296980596;-0.265491303086169;-1.29908475471492
13134;86;4;1740.63;0.502761692045718;0.510936746905112;0.726492341886668
13135;197;1;3096;1.10872906468984;-1.04191935307745;1.14872231923425
13136;57;5;2545.38;0.202067912095274;0.760890749855915;1.00513563074747
13137;11;8;3605.08;-1.00068665049355;1.28736479689639;1.26034283751696
13138;23;5;769.16;-0.46143657518885;0.760890749855915;0.127703091640932
